10.2 Monthly Average Wholesale Price- 2018,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,(Per Quintal/Taka),Sl no,Name of Comodity,Year-2018,241,",,",Khesari,"2,979","3,060","3,080","3,077","3,069","3,170","3,151","3,098","3,042","3,105","3,100","3,094",SL:,Name of crops,2012-2013,2013-14,2014-15,2015-16,2016-17,2017-18
(Per Quintal/Taka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Glass Curp,"13,833","13,520","13,370","13,601","13,819","14,116","14,426","14,660","14,509","14,340","13,914","13,886",,152,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"13,999",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Telapia,"11,063","11,048","11,011","11,088","11,431","11,539","11,664","11,710","11,708","11,649","11,467","11,358",,153,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"11,395",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Rupchanda,"49,167","66,875","46,667","52,500","52,500","52,500","54,167","62,500","62,500","55,833","56,944","58,750",,154,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"55,909",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dry Fish,Rupchanda,"86,750","95,900","67,900","84,667","86,719","100,833","125,833","158,333","165,000","165,083","165,000","133,750",,155,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"119,647",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Loita,"39,875","39,731","40,415","40,742","41,412","42,034","42,316","43,136","43,775","43,296","43,405","43,500",,156,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"41,970",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Puti,"41,560","43,250","31,729","31,800","31,611","34,438","32,600","35,200","36,000","37,000","35,133","32,700",,157,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"35,252",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Shrimp,"55,217","67,422","66,120","67,656","67,763","69,266","68,844","73,663","67,594","74,643","69,279","70,222",,158,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"68,141",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Glasses,"40,075","39,563","37,104","35,958","38,120","41,521","42,208","41,527","42,044","46,048","44,294","44,350",,159,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"41,068",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Solted Hilsa,"43,750","43,750","43,750","40,500","39,480","49,563","53,800","47,893","42,350","45,375","42,750","42,167",,160,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"44,594",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of Comodity,,Year-2018,,,,,,,,,,,,,Sl no,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Betel Nut,,"30,238","30,108","29,406","29,072","29,469","29,364","29,368","29,824","30,101","29,577","29,810","29,968",,161,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"29,692",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Betel Leaf,Big,"7,988","11,330","13,787","14,028","6,764","6,830","6,469","7,278","7,015","6,901","7,774","8,370",,162,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"8,711",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Medium,"5,388","7,562","10,055","6,786","4,729","4,917","4,568","5,326","5,060","5,225","5,644","6,030",,163,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"5,941",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Small,"2,909","4,057","5,222","4,762","3,273","2,795","2,584","2,961","2,782","2,731","3,046","3,346",,164,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,372",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Sachi,"6,567","2,215","4,186","3,600","3,980","2,978","2,245","3,177","3,625","4,238","4,425","4,900",,165,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,845",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fruit :,Mango : Guti,-,-,-,-,"4,351","3,265","3,234","4,000",-,-,-,-,,166,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,713",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Gopalbhog",-,-,-,-,"6,254","4,088","4,090","5,425",-,-,-,-,,167,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,964",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Himsagar",-,-,-,-,"6,081","4,307","4,696","5,636",-,-,-,-,,168,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"5,180",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Langra",-,-,-,-,"6,750","4,454","4,770","5,221",-,-,-,-,,169,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"5,299",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Fazli",-,-,-,-,-,"4,238","4,800","6,735","8,667",-,-,-,,170,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"6,110",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Ashini",-,-,-,-,-,"3,000","3,689","4,505","7,008","6,600",-,-,,171,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,960",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Jacafruit : Big,-,-,-,-,"8,137","6,973","7,351","8,787",-,-,-,-,,172,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"7,812",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Small",-,-,-,-,"5,519","4,641","4,080","5,436",-,-,-,-,,173,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,919",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Green Coconut,"2,675","2,762","2,753","2,824","3,028","3,052","2,989","3,031","3,002","2,992","2,852","2,810",,174,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,897",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Batabi Lemon,"1,200","1,250",-,-,-,-,-,"1,599","1,851","1,968","2,065","1,904",,175,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,691",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Alachi Lemon,410,430,441,429,363,315,279,275,285,303,309,296,,176,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of Comodity,,Year-2018,,,,,,,,,,,,,Sl no,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Cagoji Lemon,387,408,381,415,321,282,268,272,262,311,336,297,,177,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Guava,"6,426","7,029","7,052","9,036","8,005","6,539","4,531","3,322","3,277","4,117","5,751","5,835",,178,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"5,910",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Amra,-,-,-,-,-,-,"1,436","1,928","2,437","2,451","3,075",-,,179,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,265",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Orange,"1,428","1,493","1,656","1,721","1,690","2,105","2,250","1,325","1,775","1,518","2,008","1,812",,180,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,732",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Apple,"12,022","11,820","12,041","12,352","12,755","12,986","12,891","12,980","13,853","13,745","13,104","12,940",,181,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"12,791",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Boroi,"4,895","4,256","4,954","6,880",-,-,-,-,-,-,-,-,,182,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"5,246",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Tormuj,-,-,"11,874","10,443","8,669","7,278",-,-,-,-,-,-,,183,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"9,566",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fruit :,Bangi,-,-,"5,486","5,185","3,350","3,189",-,-,-,-,-,-,,184,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,302",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Ripe Papaya,"5,561","6,491","6,147","6,424","6,076","6,450","6,506","6,291","5,794","5,462","6,000","6,144",,185,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"6,112",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Lychee,-,-,-,-,"4,777","2,659",-,-,-,-,-,-,,186,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,718",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Benana : Chapa,228,229,235,244,259,256,253,250,244,237,235,238,,187,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Sabri",343,347,355,363,387,414,393,393,396,397,390,379,,188,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Benana : Sagar,281,278,288,288,315,337,452,336,325,311,299,304,,189,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Paineapple,"2,086","2,430","2,557","2,665","2,354","2,546","2,811","2,855","3,065","3,138","3,289","2,910",,190,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,726",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Jaldub",-,-,-,-,-,-,-,-,"2,581","2,019","1,835","1,558",,191,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,998",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Coconut,"2,920","2,857","2,811","2,875","2,922","3,015","2,958","2,876","2,780","2,816","2,790","2,829",,192,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,871",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Per Quintal/Taka),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,February,March,April,May,June,July,August,September,October,November,December,Average,,,,January,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,",, Khejur",,"15,792","16,431","17,292","17,118","18,417","17,333","17,478","19,500","18,480","18,800","19,075",,,193.0,",,","15,450",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"17,597",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Tamarind with
seed",,"8,001","9,057","7,919","8,955","9,548","9,819","9,929","10,213","15,304","9,719","9,688",,,194.0,",,","8,067",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"9,685",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,",, without seed",,"8,167","9,250","11,000","11,000","11,000","10,250","11,000","11,000","10,500","13,250","13,000",,,195.0,",,","10,325",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"10,812",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Potato : Local,,"1,440","1,322","1,416","1,726","1,944","2,111","2,242","2,300","2,315","2,589","2,695",,,196.0,Vegetable :,"1,461",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,963",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,",, Holland White",,"1,168",976,"1,123","1,429","1,709","1,872","1,889","1,966","1,990","2,090","2,130",,,197.0,",,","1,105",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,621",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,",, ,, Red",,"1,204","1,004","1,157","1,466","1,693","1,834","1,934","2,017","2,002","2,198","2,324",,,198.0,",,","1,069",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,658",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"1,983","1,797","1,620","1,667","1,648","1,610","1,579","1,850",-,-,"2,250",,,199.0,Sweet Potato,"2,129",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,813",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Brinjal,,"2,500","1,966","2,278","3,693","3,166","2,893","3,020","3,142","3,199","2,497","1,928",,,200.0,Vegetable :,"3,058",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,778",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Patal,,"4,488","4,135","3,557","3,157","2,499","2,354","2,455","2,476","2,361","2,011","1,905",,,201.0,",,","2,232",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,802",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Chalcumra,,"1,739","1,608","1,589","1,816","1,729","1,563","1,525","1,485","1,514","1,537","1,337",,,202.0,",,","1,711",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,596",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Pumpkin,,"1,997","1,726","1,511","1,638","1,659","1,705","1,761","1,892","2,017","1,936","1,808",,,203.0,",,","2,156",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,817",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lao,,"1,728","1,224","1,228","1,482","1,602","1,660","1,583","1,612","1,600","1,597","1,405",,,204.0,",,","1,861",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,549",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Uchehhe,,"5,200","4,553","3,085","3,633","3,832","3,889","3,657","3,842","4,236","4,035","4,143",,,205.0,",,","5,074",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,098",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Karalla,,"4,217","3,709","2,699","3,133","3,299","3,202","2,784","3,008","3,220","3,116","3,011",,,206.0,",,","3,737",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,261",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Green Papaya,,"1,532","1,508","1,736","2,643","2,349","1,739","1,566","1,400","1,295","1,246","1,213",,,207.0,Vegetable :,"1,545",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,648",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mukhi cachue,,"3,048","3,833","2,567","3,991","3,218","2,667","2,541","2,509","2,630","2,682","2,452",,,208.0,",,","2,304",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,870",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of Comodity,,Year-2018,,,,,,,,,,,,,Sl no,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Water Aroid,"3,000","3,000",-,"3,283","2,913","2,381","2,257","2,180","2,178","2,377","1,952","2,083",,209,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,509",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Kachur Loti,"2,871","3,819","3,647","3,356","3,176","2,607","2,532","2,496","2,521","2,638","2,815","2,422",,210,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,908",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Kakroll,-,-,-,"5,542","4,909","3,076","2,856","2,604","2,543","2,806","3,077","3,950",,211,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,485",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Lady's Finger,"3,626","4,601","3,967","2,614","2,206","2,059","2,536","2,598","2,708","3,003","2,819","2,798",,212,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,961",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Sosha,"2,624","2,753","2,349","1,957","2,655","2,525","2,414","2,165","2,748","3,107","2,135","1,961",,213,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,449",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Khirai,"2,365","2,345","1,871","1,735","2,115","2,376","2,283","1,925","2,252","2,670","2,193","1,927",,214,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,171",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Beans,"3,485","2,856","2,066","2,237","2,909","3,500","2,959","7,582","8,500","6,623","3,645","2,473",,215,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,070",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Barbati,"3,426","3,804","3,787","3,159","2,978","2,799","2,970","2,878","2,955","3,311","2,925","2,668",,216,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,138",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Tomato Ripe,"3,113","1,329","1,095","1,281","2,496","3,448","4,828","6,944","5,270","6,549","5,808","3,634",,217,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,816",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Motorshooti,"6,018","3,460","2,953",-,-,-,-,-,-,"3,300",-,"6,384",,218,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,423",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Jinga,"4,267","4,100","3,138","3,620","3,242","2,759","2,654","2,539","2,645","2,657","2,738","2,908",,219,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,105",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Chichinga,"3,037","2,939","2,453","2,361","2,746","2,323","2,280","2,087","2,233","2,297","2,477","2,392",,220,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,469",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Dundol,"1,850",-,"2,481","2,770","2,608","2,230","2,043","1,857","2,011","1,931","1,915","1,806",,221,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,137",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Radish Spinach,779,698,250,"1,100",-,-,"1,280","1,689","1,113","1,521","1,225","1,142","1,080",222,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Red Spinach,"1,406","1,584","1,433","1,480","1,739","1,809","1,882","1,907","1,914","1,845","1,678","1,459",,223,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,678",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Palongsak,"1,399","1,353","1,312","1,284","1,500","1,450","2,000","1,125",-,"2,606","1,796","1,437",,224,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"1,569",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(Per Quintal/Taka),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,February,March,April,May,June,July,August,September,October,November,December,Average,,,,January,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Puisak,,"1,657","1,425","1,261","1,287","1,312","1,358","1,343","1,351","1,345","1,320","1,283",,,225.0,",,","1,411",,,,,,,,,,,,,,,,,,,,,,,
