10.2 Monthly Average Wholesale Price- 2018,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,(Per Quintal/Taka),Sl no,Name of Comodity,Year-2018,241,",,",Khesari,"2,979","3,060","3,080","3,077","3,069","3,170","3,151","3,098","3,042","3,105","3,100","3,094",SL:,Name of crops,2012-2013,2013-14,2014-15,2015-16,2016-17,2017-18
(Per Quintal/Taka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl no,Name of Comodity,,Year-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,421",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",B- Bottom,"3,750","3,563","3,600","3,500","3,500","3,500","3,500","4,519","4,881","4,807","4,673","4,650",,76,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,037",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",C- Bottom,"3,680","4,425","4,460","4,600","4,600","4,600","4,600","4,401","4,545","4,553","4,551","4,625",,77,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,470",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Crass- Bottom,"3,033",-,"2,900",-,-,-,-,-,"3,550","5,050","4,900","4,075",,78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,918",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of Comodity,,Year-2018,,,,,,,,,,,,,Sl no,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jute,S M R,"3,375",-,"3,350",-,-,-,-,-,"4,350","4,363","4,050","4,050",,79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,923",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Gorsat,"3,661","3,778","3,719","3,845","3,846","3,856","3,906","4,199","4,303","4,280","4,281","4,324",,80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"4,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Mesta Gorsat,"3,630","3,696","3,700","3,392","3,138","3,138","3,138","4,113","3,875","3,778","4,375","4,375",,81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"3,695",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cotton,Shimul,"34,823","34,705","34,568","34,028","34,173","34,095","33,968","33,459","33,414","38,650","33,795","33,977",,82,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"34,471",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Carpash,"16,292","16,167","16,025","15,604","15,492","15,425","15,325","13,558","13,125","13,358","13,725","13,825",,83,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"14,827",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tobacco,Jati Super,"11,800","11,550","11,550","9,975","8,720","10,540","10,540","10,540","10,600","10,600","10,600","10,600",,84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"10,635",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Medium","9,760","9,513","9,510","8,067","6,850","8,500","8,500","8,500","8,500","8,500","8,500","8,500",,85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"8,600",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, General","8,250","8,050","8,050","6,767","5,400","6,600","6,600","6,600","6,600","6,600","6,600","6,600",,86,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"6,893",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Matihari Super,"13,834","13,718","13,753","13,302","13,735","14,522","14,556","14,441","14,431","14,482","14,601","14,591",,87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"14,164",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",,
Medium","10,515","10,456","10,408","9,766","9,825","10,370","10,366","10,728","10,713","10,713","10,699","10,707",,88,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"10,439",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",,
General","7,357","7,308","7,377","7,013","6,775","7,350","7,350","7,346","7,330","7,322","7,638","7,632",,89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"7,316",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wetsalf-mix
Cow",Calf,"52,238","51,853","52,391","53,205","54,181","54,848","51,311","45,096","40,397","40,357","40,446","40,333",,90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"48,055",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Calf Medium,"91,803","90,229","94,544","87,484","87,608","89,288","85,598","77,545","65,724","65,895","63,963","63,813",,91,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"80,291",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wetsalf-mix
Cow",Heavy,"112,872","112,159","110,286","114,938","115,249","116,098","111,919","101,527","91,035","90,761","88,616","88,209",,92,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"104,472",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Katasera,"21,163","16,885","17,511","25,057","24,179","26,350","26,350","20,221","16,833","16,833","17,286","17,286",,93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"20,496",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buffalo,Heavy,"76,241","78,194","76,981","71,042","71,117","73,833","66,188","61,536","58,143","66,714","66,714","66,714",,94,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"69,451",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of Comodity,,Year-2018,,,,,,,,,,,,,Sl no,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Averag,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,e,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Medium,"52,714","54,524","52,179","5,292","58,677","60,396","58,000","55,500","51,375","52,156","52,156","52,156","50,427",95,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Katasera,-,-,-,"1,088",-,-,-,-,-,-,-,-,"1,088",96,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leather,Sheep,"6,190","6,567","6,590","3,604","7,054","6,631","6,776","5,229","4,652","4,506","4,602","4,682","5,590",97,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Goat,"6,886","8,194","8,199","7,042","8,655","8,553","8,600","7,061","6,470","6,546","6,460","6,338","7,417",98,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fertilizer,Urea,786,786,786,787,787,787,787,787,786,786,786,786,786,99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",T S P,"1,088","1,088","1,088","1,088","1,089","1,089","1,089","1,089","1,089","1,089","1,090","1,090","1,089",100,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",D A P,"1,244","1,244","1,244","1,244","1,245","1,244","1,244","1,242","1,243","1,242","1,242","1,237","1,243",101,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",M P,734,734,734,734,735,735,735,735,732,732,732,732,734,102,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Zinc Local,"2,538","2,538","2,588","3,025","3,025","3,088","3,106","3,163","3,144","3,125","3,106","3,106","2,963",103,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Zinc Import,"3,374","3,413","3,555","3,604","3,601","3,612","3,612","3,600","3,618","3,618","3,618","3,618","3,570",104,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Gypsum,"1,173","1,145","1,246",161,"3,601","3,612","3,612","3,600","3,618","3,618","3,618","3,618","2,718",105,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Organic Fertilizer,162,163,162,118,160,159,159,159,159,159,159,159,157,"1,617",106,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Milk Powder,Bag,119,118,119,"56,125",119,119,119,119,120,120,120,120,"4,786",107,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cow Milk,Organic Fertilizer,"56,500","56,500","56,500","5,091","55,600","55,000","55,000","55,000","55,000","55,000","55,000","55,000","51,266",108,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",MilkVita,"5,138","7,190","7,185",-,"5,154","5,242","5,162","5,172","5,115","5,128","5,135","5,122","5,522",109,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ghee (Local),,"70,860","71,800","70,860","72,967","75,575","76,075","76,325","76,200","76,100","76,100","77,600","78,267","74,894",110,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dano,,"6,489","7,639","7,639","6,543","6,550","6,543","6,561","6,565","6,569","6,569","6,569","6,569","6,734",111,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Redcow,,"6,878","6,869","6,878","6,869","6,878","6,878","6,878","6,863","6,875","6,875","6,875","6,875","6,874",112,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of Comodity,,Year-2018,,,,,,,,,,,,,Sl no,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anchor,,"21,053","5,861","5,873","6,028","6,045","6,045","6,045","6,000","5,990","5,990","5,990","5,990",,113,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"7,242",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Condest Milk,(1 Cartun),"2,202","2,104","2,110","2,470","2,400","2,607","2,606","2,601","2,370","2,369","2,366","2,365",,114,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"2,381",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hen Alive :,Big,"28,484","28,863","29,421","30,328","33,770","34,579","33,511","32,007","31,306","30,508","30,699","30,712",,115,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"31,182",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Middum,"29,405","29,811","30,287","31,286","34,981","35,984","35,015","33,125","32,367","31,809","31,938","32,167",,116,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"32,348",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hen Alive,Small,"29,026","29,508","30,026","30,963","34,657","36,524","34,140","32,841","31,740","31,080","30,845","31,178",,117,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"31,877",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Farm,"11,497","11,551","11,877","12,065","12,947","13,676","13,028","12,143","11,174","10,958","10,426","10,934",,118,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"11,856",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duck Alive,,"27,520","27,975","26,875","25,328","25,588","27,563","26,875","23,050","25,125","25,125","26,967","26,875",,119,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"26,239",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meat,Beef,"40,596","39,885","40,104","40,597","42,247","43,325","43,636","41,372","42,702","42,392","42,860","42,894",,120,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"41,884",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Goat,"63,785","64,275","64,063","62,284","65,600","66,538","66,188","66,000","66,629","66,690","67,248","66,898",,121,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"65,516",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Egg :,Hen,933,951,961,957,962,958,970,"1,002",970,"1,010","1,013","1,007",,122,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,975,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Farm Red,600,585,559,582,588,572,684,737,724,777,732,704,,123,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Farm White,-,-,-,-,-,-,-,-,-,-,-,-,,124,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Duck,896,883,860,849,839,819,872,912,922,954,"1,021",973,,125,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fish :,Ruhi Big,"29,500","28,667","26,833","24,250","29,750","29,000","26,500","30,000","32,000","31,250","33,500","31,050",,126,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"29,358",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Medium","29,705","29,085","29,026","28,659","28,934","29,254","29,859","29,893","30,063","29,814","29,266","28,797",,127,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"29,363",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Small","23,341","23,403","23,451","23,512","24,003","24,645","24,823","24,772","24,941","24,684","24,135","23,787",,128,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"24,125",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of Comodity,,Year-2018,,,,,,,,,,,,,Sl no,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Import
Medium","23,350","23,848","23,421","22,859","23,177","23,596","23,770","23,766","23,237","22,929","23,039","22,847",,129,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"23,320",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Import small","19,089","19,298","18,759","19,135","19,733","20,363","20,377","20,211","20,109","20,967","19,833","19,291",,130,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"19,764",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Katla big,"36,100","36,625","36,625","35,300","36,050","32,125","32,250","34,275","33,825","33,840","35,625","36,833",,131,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"34,956",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Medium","27,348","27,716","27,856","27,149","27,425","28,093","28,831","28,360","28,159","27,742","27,843","27,638",,132,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"27,847",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, small","21,249","21,077","21,160","21,142","21,549","22,253","22,381","22,117","22,015","21,838","21,793","21,472",,133,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"21,670",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Mregal big,"17,514","17,483","17,317","17,034","17,956","18,429","19,388","19,205","19,131","19,039","19,106","18,548",,134,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"18,346",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, small","13,365","13,502","13,253","13,320","13,625","14,295","14,290","14,191","14,313","14,238","14,207","14,078",,135,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"13,890",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Ahire big,"58,917","54,583","53,750","61,250","64,250","66,250","66,875","51,625","52,167","46,167","44,250","49,389",,136,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"55,789",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, small","33,233","32,125","29,750","31,714","35,000","33,625","43,000","36,075","43,333","29,894","33,429","33,229",,137,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"34,534",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fish :,Boal big,"52,780","51,350","50,963","51,333","56,875","55,688","59,500","61,500","58,750","55,475","52,650","58,833",,138,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"55,475",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, small","32,225","31,396","31,086","33,350","34,756","34,810","35,750","34,375","34,357","33,700","32,583","35,469",,139,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"33,655",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Chitol big,"70,000","70,000","70,000","71,250","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000",,140,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"73,438",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, small","33,456","30,375","30,583","38,688","35,688","42,438","42,500","26,000","42,500","42,500","42,500","26,500",,141,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"36,144",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Pangas Big,"10,278","10,149","10,267","10,271","10,370","10,484","10,643","10,619","10,523","10,489","10,453","10,384",,142,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"10,411",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Small","8,658","8,702","8,695","8,606","8,813","8,863","9,005","8,962","8,940","8,962","8,894","8,866",,143,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"8,831",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Hilsha,"56,274","53,559","54,647","63,178","63,249","64,910","67,484","65,812","64,216","57,135","58,807","55,643",,144,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"60,410",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name of Comodity,,Year-2018,,,,,,,,,,,,,Sl no,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Shrimp Bagda,"58,113","64,219","65,125","63,500","69,814","69,268","69,393","69,000","65,469","60,025","59,153","60,250",,145,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"64,444",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, Golda","48,925","48,344","47,438","48,313","50,522","52,092","52,917","51,500","53,343","54,444","55,530","55,688",,146,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"51,588",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",",, small","31,683","31,942","30,677","32,000","33,300","35,597","36,472","35,569","35,038","33,400","33,500","35,408",,147,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"33,716",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Koi,"14,355","14,695","14,917","15,144","17,515","16,389","15,650","15,956","14,821","16,678","18,353","19,158",,148,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"16,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Magur,"53,100","54,375","55,150","55,636","58,523","58,950","57,576","57,125","56,875","55,867","51,846","55,102",,149,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"55,844",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Shingh,"41,446","42,598","45,077","45,413","44,696","44,450","43,067","42,813","43,321","43,098","42,182","42,436",,150,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"43,383",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,",Silver Curp,"11,274","11,341","11,292","11,367","11,721","11,970","12,158","12,257","12,284","12,352","12,025","12,098",,151,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"11,845",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
